id_hecho;n_victimas;fecha;aaaa;mm;dd;hora;hh;direccion_normalizada;calle;altura;cruce;otra_direccion;comuna;tipo_de_calle;geocodificacion_caba;longitud;latitud;participantes;victima;contraparte;gravedad;tipo_de_dato
LC-2021-0096631;1;2021-03-03;2021;3;3;19:30:00;19;PERON, EVA AV. y VINCHINA;PERON, EVA AV.;0;VINCHINA;SD;9;AVENIDA;Point (99529.7607293532 97931.0954453408);-58.468429264994;-34.647919768488;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0095313;1;2021-03-03;2021;3;3;08:00:00;8;DIRECTORIO AV. y LACARRA;DIRECTORIO AV.;0;LACARRA;SD;9;AVENIDA;Point (98475.4414313688 98665.1114730461);-58.479928209407;-34.641301998400;PEATON-MOTO;PEATON;MOTO;GRAVE;definitivo
LC-2021-0096135;1;2021-03-03;2021;3;3;14:10:00;14;ALBERDI, JUAN BAUTISTA AV. 5532;ALBERDI, JUAN BAUTISTA AV.;5532;;SD;9;AVENIDA;Point (96647.3617315645 97761.0151586718);-58.499870603127;-34.649447402532;PEATON-UTILITARIO;PEATON;UTILITARIO;SD;definitivo
LC-2021-0096009;1;2021-03-03;2021;3;3;15:28:00;15;DE LA TORRE, LISANDRO AV. 2343;DE LA TORRE, LISANDRO AV.;2343;;SD;9;AVENIDA;Point (96528.376133994 96370.2488666611);-58.501174291656;-34.661983848174;SD-SD;SD;SD;SD;definitivo
LC-2021-0098770;1;2021-03-04;2021;3;4;18:35:00;18;CASTRO, EMILIO AV. 7500;CASTRO, EMILIO AV.;7500;;SD;9;AVENIDA;Point (94549.0100805314 97079.5244127788);-58.522763863116;-34.655581471865;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0098013;1;2021-03-04;2021;3;4;13:45:00;13;PAZ, GRAL. AV. y BRAGADO;PAZ, GRAL. AV.;0;BRAGADO;SD;9;AV. GRAL. PAZ;Point (95243.4441237175 96171.9929181716);-58.515193574218;-34.663765763914;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0098874;1;2021-03-04;2021;3;4;22:20:00;22;PAZ, GRAL. AV. y CASTRO, EMILIO AV.;PAZ, GRAL. AV.;0;CASTRO, EMILIO AV.;SD;9;AV. GRAL. PAZ;Point (94273.892376981 96934.4929922463);-58.525766059083;-34.656887319301;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0097949;1;2021-03-04;2021;3;4;14:40:00;14;DE LA TORRE, LISANDRO AV. 2343;DE LA TORRE, LISANDRO AV.;2343;;SD;9;AVENIDA;Point (96528.376133994 96370.2488666611);-58.501174291656;-34.661983848174;SD-SD;SD;SD;SD;definitivo
LC-2021-0098983;1;2021-03-05;2021;3;5;00:33:00;0;PERON, EVA AV. 3760;PERON, EVA AV.;3760;;SD;9;AVENIDA;Point (99626.977689611 98059.2178229476);-58.467368776237;-34.646764872447;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0100775;1;2021-03-05;2021;3;5;19:40:00;19;PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.;PAZ, GRAL. AV.;0;ALBERDI, JUAN BAUTISTA AV.;SD;9;AV. GRAL. PAZ;Point (94949.5305150086 96309.4913970691);-58.518399307019;-34.662524884133;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0101185;1;2021-03-06;2021;3;6;03:15:00;3;ACASSUSO y CAÃ‘ADA DE GOMEZ;ACASSUSO;0;CAÃ‘ADA DE GOMEZ;SD;9;CALLE;Point (95069.5136425433 97532.8904911778);-58.517083120859;-34.651497337553;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0101624;1;2021-03-06;2021;3;6;12:30:00;12;ALBERDI, JUAN BAUTISTA AV. 6300;ALBERDI, JUAN BAUTISTA AV.;6300;;SD;9;AVENIDA;Point (96055.5252028761 97126.8125610861);-58.506329354845;-34.655162188109;SD-MOTO;SD;MOTO;SD;definitivo
LC-2021-0103678;1;2021-03-08;2021;3;8;07:30:00;7;PAZ, GRAL. AV. y DIRECTORIO AV.;PAZ, GRAL. AV.;0;DIRECTORIO AV.;SD;9;AV. GRAL. PAZ;Point (95527.4910422591 95784.3082722471);-58.512096730287;-34.667261776086;MOTO-TAXI;MOTO;TAXI;SD;definitivo
LC-2021-0104974;2;2021-03-08;2021;3;8;17:49:00;17;DE LA TORRE, LISANDRO AV. 2343;DE LA TORRE, LISANDRO AV.;2343;;SD;9;AVENIDA;Point (96528.376133994 96370.2488666611);-58.501174291656;-34.661983848174;SD-SD;SD;SD;SD;definitivo
LC-2021-0121920;1;2021-03-09;2021;3;9;15:00:00;15;TANDIL 7149;TANDIL;7149;;SD;9;CALLE;Point (95997.0620383051 95984.1087202863);-58.506972593079;-34.665462677192;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0106996;1;2021-03-09;2021;3;9;14:00:00;14;SUAREZ, JOSE LEON y CHAVEZ, JORGE;SUAREZ, JOSE LEON;0;CHAVEZ, JORGE;SD;9;CALLE;Point (94165.4336456449 97687.1784646505);-58.526943997723;-34.650101734793;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0107235;1;2021-03-09;2021;3;9;16:15:00;16;DIRECTORIO AV. 5430;DIRECTORIO AV.;5430;;SD;9;AVENIDA;Point (97164.2885889542 97279.0497935775);-58.494233606498;-34.653793596604;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0106910;1;2021-03-09;2021;3;9;14:15:00;14;LEGUIZAMON, MARTINIANO y PERON, EVA AV.;LEGUIZAMON, MARTINIANO;0;PERON, EVA AV.;SD;9;CALLE;Point (97391.4019122146 95924.3707374539);-58.491760385976;-34.666005750282;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0106923;1;2021-03-09;2021;3;9;14:30:00;14;RIVADAVIA AV. 11095;RIVADAVIA AV.;11095;;SD;9;AVENIDA;Point (94693.2838989413 98946.4756205311);-58.521178190216;-34.638752874724;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0107281;1;2021-03-09;2021;3;9;16:00:00;16;CARHUE 55;CARHUE;55;;SD;9;CALLE;Point (94318.718349279 98846.8050324249);-58.525264102407;-34.639649314728;PEATON-TAXI;PEATON;TAXI;SD;definitivo
LC-2021-0108662;1;2021-03-10;2021;3;10;12:15:00;12;LARRAÃ‘AGA, DAMASO 759;LARRAÃ‘AGA, DAMASO;759;;SD;9;CALLE;Point (97614.3535643811 98232.9193178821);-58.489321289314;-34.645196247960;BICICLETA-AUTO;BICICLETA;AUTO;SD;definitivo
LC-2021-0109063;1;2021-03-10;2021;3;10;14:50:00;14;BARRAGAN 300;BARRAGAN;300;;SD;9;CALLE;Point (94528.360470665 99138.8235511745);-58.522975690073;-34.637018103730;BICICLETA-SD;BICICLETA;SD;GRAVE;definitivo
LC-2021-0115105;2;2021-03-13;2021;3;13;13:00:00;13;PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.;PAZ, GRAL. AV.;0;FALCON, RAMON L.,CNEL.;SD;9;AV. GRAL. PAZ;Point (93889.8678986184 98745.5934817346);-58.529942190033;-34.640559183402;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0114944;1;2021-03-13;2021;3;13;12:00:00;12;PAZ, GRAL. AV. y RIVADAVIA AV.;PAZ, GRAL. AV.;0;RIVADAVIA AV.;SD;9;AV. GRAL. PAZ;Point (93950.505872978 98883.3764452525);-58.529279828869;-34.639317520336;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0115161;1;2021-03-13;2021;3;13;15:10:00;15;RIVADAVIA AV. y GORDILLO, TIMOTEO;RIVADAVIA AV.;0;GORDILLO, TIMOTEO;SD;9;AVENIDA;Point (94566.4952227648 98935.4179837743);-58.522561095544;-34.63885188144;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0117387;1;2021-03-15;2021;3;15;10:00:00;10;GARCIA GRANDE DE ZEQUEIRA, SEVERO 6000;GARCIA GRANDE DE ZEQUEIRA, SEVERO;6000;;SD;9;CALLE;Point (96243.8435601849 97745.5906765203);-58.504272251266;-34.649585023157;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0119511;1;2021-03-16;2021;3;16;08:50:00;8;REMEDIOS y CORVALAN;REMEDIOS;0;CORVALAN;SD;9;CALLE;Point (97491.2957671582 97296.4571780125);-58.490666370868;-34.653637550677;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0120526;1;2021-03-16;2021;3;16;16:25:00;16;DIRECTORIO AV. y SALADILLO;DIRECTORIO AV.;0;SALADILLO;SD;9;AVENIDA;Point (95687.2629429447 95905.0563453996);-58.510352941387;-34.666174007132;MOTO-TAXI;MOTO;TAXI;SD;definitivo
LC-2021-0123429;1;2021-03-16;2021;3;16;15:00:00;15;MONTE y PAZ, GRAL. AV.;MONTE;0;PAZ, GRAL. AV.;SD;9;CALLE;Point (96400.2610150318 95118.1879443243);-58.502577390365;-34.673269886860;MOTO-TRANSPORTE PUBLICO;MOTO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0148079;1;2021-03-17;2021;3;17;12:30:00;12;MONTIEL y ZELADA;MONTIEL;0;ZELADA;SD;9;CALLE;Point (95166.194035061 96732.2218499836);-58.516033127758;-34.658715306491;AUTO-UTILITARIO;AUTO;UTILITARIO;SD;definitivo
LC-2021-0122841;1;2021-03-17;2021;3;17;16:55:00;16;FONROUGE 1868;FONROUGE;1868;;SD;9;CALLE;Point (97100.3963738402 97125.1114515187);-58.494931116772;-34.655181068178;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0124175;1;2021-03-17;2021;3;17;04:33:00;4;RIVADAVIA AV. 11532;RIVADAVIA AV.;11532;;SD;9;AVENIDA;Point (94177.0010429913 98878.7091333236);-58.526809551948;-34.639360916767;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0124824;2;2021-03-18;2021;3;18;18:00:00;18;ZELADA y DE LA TORRE, LISANDRO;ZELADA;0;DE LA TORRE, LISANDRO;SD;9;CALLE;Point (95625.2964902754 97266.4701942381);-58.511021883374;-34.653901496215;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0125348;1;2021-03-19;2021;3;19;07:40:00;7;PAZ, GRAL. AV. 12756;PAZ, GRAL. AV.;12756;;SD;9;AV. GRAL. PAZ;Point (95122.7545703962 96313.3563323567);-58.516509458999;-34.662490893024;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0126891;1;2021-03-19;2021;3;19;18:00:00;18;PAZ, GRAL. AV. e IBARROLA;PAZ, GRAL. AV.;0;IBARROLA;SD;9;AV. GRAL. PAZ;Point (93898.5149822117 98609.3576158869);-58.529848867600;-34.641787314923;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0128096;2;2021-03-20;2021;3;20;08:15:00;8;CAÃ‘ADA DE GOMEZ y DIRECTORIO AV.;CAÃ‘ADA DE GOMEZ;0;DIRECTORIO AV.;SD;9;CALLE;Point (96209.042482768 96432.4458414503);-58.504657827002;-34.661422034581;AUTO-TRANSPORTE PUBLICO;AUTO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0127973;1;2021-03-20;2021;3;20;13:30:00;13;ALBERDI, JUAN BAUTISTA AV. y CARDENAS, CNEL. AV.;ALBERDI, JUAN BAUTISTA AV.;0;CARDENAS, CNEL. AV.;SD;9;AVENIDA;Point (95789.1979090586 96918.2369345553);-58.509235704679;-34.657041286437;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0131239;1;2021-03-22;2021;3;22;19:30:00;19;PAZ, GRAL. AV. y ERCILLA;PAZ, GRAL. AV.;0;ERCILLA;SD;9;AV. GRAL. PAZ;Point (94612.7250553065 96753.2961999688);-58.522070905836;-34.658522544595;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0132649;1;2021-03-23;2021;3;23;13:40:00;13;TANDIL y ANDALGALA;TANDIL;0;ANDALGALA;SD;9;CALLE;Point (96193.2166999749 96151.8193451002);-58.504831759963;-34.663951636291;AUTO-SD;AUTO;SD;SD;definitivo
LC-2021-0135954;1;2021-03-24;2021;3;24;16:45:00;16;FONROUGE 2600;FONROUGE;2600;;SD;9;CALLE;Point (97882.6743076569 96386.2420190859);-58.486399331414;-34.661843447673;PEATON-MOTO;PEATON;MOTO;SD;definitivo
LC-2021-0135060;2;2021-03-25;2021;3;25;08:10:00;8;LEGUIZAMON, ONESIMO y MONTIEL;LEGUIZAMON, ONESIMO;0;MONTIEL;SD;9;CALLE;Point (94335.0526172125 97499.3634492214);-58.525095047581;-34.651795725709;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0135169;1;2021-03-25;2021;3;25;07:40:00;7;MOREL, CARLOS y FERNANDEZ;MOREL, CARLOS;0;FERNANDEZ;SD;9;CALLE;Point (99206.9630319691 97730.785597793);-58.471950481096;-34.649725216876;BICICLETA-TAXI;BICICLETA;TAXI;SD;definitivo
LC-2021-0136309;1;2021-03-25;2021;3;25;17:30:00;17;ALBERDI, JUAN BAUTISTA AV. 5671;ALBERDI, JUAN BAUTISTA AV.;5671;;SD;9;AVENIDA;Point (96522.0174297057 97681.0711537149);-58.501238193074;-34.650167621697;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0135048;1;2021-03-25;2021;3;25;07:34:00;7;PAZ, GRAL. AV. y BIANCHI, ANDRES;PAZ, GRAL. AV.;0;BIANCHI, ANDRES;SD;9;AV. GRAL. PAZ;Point (95205.1095949654 96206.7340839264);-58.515611600262;-34.663452414717;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0135538;1;2021-03-25;2021;3;25;08:00:00;8;RIVADAVIA AV. y SUAREZ, JOSE LEON;RIVADAVIA AV.;0;SUAREZ, JOSE LEON;SD;9;AVENIDA;Point (94094.3513286779 98890.6818215435);-58.527710901807;-34.639252513387;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0136440;2;2021-03-25;2021;3;25;18:50:00;18;ESCALADA AV. y LAFERRERE, GREGORIO DE;ESCALADA AV.;0;LAFERRERE, GREGORIO DE;SD;9;AVENIDA;Point (98225.7108816027 97168.0113584574);-58.482655239260;-34.654796980431;UTILITARIO-AUTO;UTILITARIO;AUTO;SD;definitivo
LC-2021-0137150;1;2021-03-26;2021;3;26;09:40:00;9;ESCALADA AV. y ZUVIRIA;ESCALADA AV.;0;ZUVIRIA;SD;9;AVENIDA;Point (98847.8600734103 96572.6067879464);-58.475869243544;-34.660165084416;BICICLETA-AUTO;BICICLETA;AUTO;SD;definitivo
LC-2021-0136925;1;2021-03-26;2021;3;26;08:30:00;8;PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.;PAZ, GRAL. AV.;0;FALCON, RAMON L.,CNEL.;SD;9;AV. GRAL. PAZ;Point (93889.8678986184 98745.5934817346);-58.529942190033;-34.640559183402;TRANSPORTE PUBLICO-UTILITARIO;TRANSPORTE PUBLICO;UTILITARIO;SD;definitivo
LC-2021-0137640;10;2021-03-26;2021;3;26;12:40:00;12;SUAREZ, JUSTO ANTONIO y GUAMINI;SUAREZ, JUSTO ANTONIO;0;GUAMINI;SD;9;CALLE;Point (96444.1624950978 95607.1692198392);-58.502096288746;-34.668862207503;TRANSPORTE PUBLICO-UTILITARIO;TRANSPORTE PUBLICO;UTILITARIO;GRAVE;definitivo
LC-2021-0143404;2;2021-03-26;2021;3;26;08:10:00;8;GARZON, EUGENIO, GRAL. AV. y ALBARIÃ‘O;GARZON, EUGENIO, GRAL. AV.;0;ALBARIÃ‘O;SD;9;AVENIDA;Point (97525.2583674545 97121.7929296674);-58.490296409756;-34.655212119512;TRANSPORTE PUBLICO-UTILITARIO;TRANSPORTE PUBLICO;UTILITARIO;SD;definitivo
LC-2021-0139517;1;2021-03-27;2021;3;27;14:30:00;14;MOZART 610;MOZART;610;;SD;9;CALLE;Point (97634.2087466322 98370.7282720656);-58.489104326086;-34.643954035067;MOTO-OBJETO FIJO;MOTO;OBJETO FIJO;SD;definitivo
LC-2021-0139898;1;2021-03-27;2021;3;27;21:30:00;21;COSQUIN y SCHMIDL, ULRICO;COSQUIN;0;SCHMIDL, ULRICO;SD;9;CALLE;Point (95231.0087082311 97219.0470557851);-58.515323276523;-34.654327204461;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0144818;4;2021-03-30;2021;3;30;17:25:00;17;PERON, EVA AV. y WHITE;PERON, EVA AV.;0;WHITE;SD;9;AVENIDA;Point (98785.4536006114 97051.540788713);-58.476549343303;-34.655847733094;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0145055;1;2021-03-30;2021;3;30;19:10:00;19;ACOSTA, MARIANO AV. y BILBAO, FRANCISCO AV.;ACOSTA, MARIANO AV.;0;BILBAO, FRANCISCO AV.;SD;9;AVENIDA;Point (99258.0499405497 98517.8069940352);-58.471392482341;-34.64263076229;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0145089;1;2021-03-30;2021;3;30;19:30:00;19;ESCALADA AV. y ECHEANDIA;ESCALADA AV.;0;ECHEANDIA;SD;9;AVENIDA;Point (98740.3093154778 96674.166327488);-58.477042401429;-34.659249459662;PEATON-TRANSPORTE PUBLICO;PEATON;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0149240;5;2021-04-02;2021;4;2;13:30:00;13;TANDIL y PAZ, GRAL. AV.;TANDIL;0;PAZ, GRAL. AV.;SD;9;CALLE;Point (95750.3630158215 95708.9596385757);-58.509665504699;-34.667941954296;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0149612;1;2021-04-02;2021;4;2;19:00:00;19;OLIVERA AV. 1345;OLIVERA AV.;1345;;SD;9;AVENIDA;Point (98391.9718817711 97197.8390408424);-58.480841487788;-34.654528386629;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2021-0150862;1;2021-04-03;2021;4;3;17:00:00;17;AUTOPISTA PERITO MORENO y PAZ, GRAL. AV.;AUTOPISTA PERITO MORENO;0;PAZ, GRAL. AV.;SD;9;AUTOPISTA;Point (93832.9863375184 99288.9691929889);-58.530558598329;-34.635660651426;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0151500;1;2021-04-04;2021;4;4;00:00:00;0;PERON, EVA AV. 5631;PERON, EVA AV.;5631;;SD;9;AVENIDA;Point (97977.1065455395 96385.1026839169);-58.485369113229;-34.661853913926;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0151225;1;2021-04-04;2021;4;4;08:44:00;8;BRUIX AV. 4851;BRUIX AV.;4851;;SD;9;AVENIDA;Point (97170.788167806 98258.7612792115);-58.494159369011;-34.644962147030;SD-SD;SD;SD;SD;definitivo
LC-2021-0165128;2;2021-04-06;2021;4;6;11:00:00;11;PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.;PAZ, GRAL. AV.;0;ALBERDI, JUAN BAUTISTA AV.;SD;9;AV. GRAL. PAZ;Point (94949.5305150086 96309.4913970691);-58.518399307019;-34.662524884133;AUTO-UTILITARIO;AUTO;UTILITARIO;SD;definitivo
LC-2021-0161733;1;2021-04-07;2021;4;7;18:00:00;18;PAZ, GRAL. AV. y SCHMIDL, ULRICO;PAZ, GRAL. AV.;0;SCHMIDL, ULRICO;SD;9;AV. GRAL. PAZ;Point (94644.0030072968 96592.2273550702);-58.521730718192;-34.659974639234;AUTO-SD;AUTO;SD;SD;definitivo
LC-2021-0162468;1;2021-04-08;2021;4;8;09:00:00;9;DIRECTORIO AV. 5380;DIRECTORIO AV.;5380;;SD;9;AVENIDA;Point (97202.152004877 97317.2500987474);-58.493820441824;-34.653449351816;BICICLETA-TAXI;BICICLETA;TAXI;SD;definitivo
LC-2021-0162620;1;2021-04-08;2021;4;8;10:00:00;10;PERGAMINO y PRIMERA JUNTA;PERGAMINO;0;PRIMERA JUNTA;SD;9;CALLE;Point (99700.0640668704 98263.9951077381);-58.466571489259;-34.644918963716;MOTO-CAMION;MOTO;CAMION;SD;definitivo
LC-2021-0166093;1;2021-04-10;2021;4;10;01:10:00;1;GANA 112;GANA;112;;SD;9;CALLE;Point (94183.3542664393 99009.6633376921);-58.526739351971;-34.638180483889;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0168071;3;2021-04-11;2021;4;11;00:30:00;0;RIVADAVIA AV. y PAZ, GRAL. AV.;RIVADAVIA AV.;0;PAZ, GRAL. AV.;SD;9;AVENIDA;Point (93950.505872978 98883.3764452525);-58.529279828869;-34.639317520336;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0181823;1;2021-04-11;2021;4;11;23:00:00;23;RIVADAVIA AV. y PAZ, GRAL. AV.;RIVADAVIA AV.;0;PAZ, GRAL. AV.;SD;9;AVENIDA;Point (93950.505872978 98883.3764452525);-58.529279828869;-34.639317520336;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
LC-2021-0169424;1;2021-04-12;2021;4;12;16:30:00;16;PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.;PAZ, GRAL. AV.;0;ALBERDI, JUAN BAUTISTA AV.;SD;9;AV. GRAL. PAZ;Point (94949.5305150086 96309.4913970691);-58.518399307019;-34.662524884133;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0173228;6;2021-04-14;2021;4;14;16:30:00;16;MARTINEZ CASTRO y BILBAO, FRANCISCO AV.;MARTINEZ CASTRO;0;BILBAO, FRANCISCO AV.;SD;9;CALLE;Point (99144.516249978 98419.5038750591);-58.472630913126;-34.643516808065;SD-SD;SD;SD;SD;definitivo
LC-2021-0175231;1;2021-04-15;2021;4;15;18:00:00;18;RIVADAVIA AV. y PAZ, GRAL. AV.;RIVADAVIA AV.;0;PAZ, GRAL. AV.;SD;9;AVENIDA;Point (93950.505872978 98883.3764452525);-58.529279828869;-34.639317520336;PEATON-MOTO;PEATON;MOTO;SD;definitivo
LC-2021-0177158;1;2021-04-16;2021;4;16;20:30:00;20;PAZ, GRAL. AV. y CHAVEZ, JORGE;PAZ, GRAL. AV.;0;CHAVEZ, JORGE;SD;9;AV. GRAL. PAZ;Point (93946.8167371494 97681.6890783637);-58.529328729660;-34.650149938370;SD-SD;SD;SD;SD;definitivo
LC-2021-0178077;1;2021-04-17;2021;4;17;16:35:00;16;TAPALQUE y DE LA TORRE, LISANDRO AV.;TAPALQUE;0;DE LA TORRE, LISANDRO AV.;SD;9;CALLE;Point (96105.7554637654 96819.6863818827);-58.505782837874;-34.657930923963;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0182451;1;2021-04-17;2021;4;17;15:15:00;15;POLA 1867;POLA;1867;;SD;9;CALLE;Point (97231.0304380746 97087.6941382782);-58.493506186124;-34.655518729185;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0178254;1;2021-04-17;2021;4;17;20:15:00;20;RIVADAVIA AV. y POLA;RIVADAVIA AV.;0;POLA;SD;9;AVENIDA;Point (95443.981961986 98886.9399346295);-58.512990947827;-34.639293202363;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0181184;1;2021-04-19;2021;4;19;19:00:00;19;BRAGADO y OLIDEN;BRAGADO;0;OLIDEN;SD;9;CALLE;Point (96342.3911609963 97282.825650907);-58.503199320425;-34.653756911486;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0182850;1;2021-04-20;2021;4;20;18:30:00;18;ZELADA 5813;ZELADA;5813;;SD;9;CALLE;Point (96259.3543414053 98010.6820208301);-58.504101871326;-34.647195452906;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2021-0182773;1;2021-04-20;2021;4;20;17:50:00;17;DE LA TORRE, LISANDRO AV. y ALBERDI, JUAN BAUTISTA AV.;DE LA TORRE, LISANDRO AV.;0;ALBERDI, JUAN BAUTISTA AV.;SD;9;AVENIDA;Point (95904.9736711634 97019.9071767098);-58.507972208498;-34.656125271425;PEATON-AUTO;PEATON;AUTO;SD;definitivo
LC-2021-0183528;1;2021-04-21;2021;4;21;08:10:00;8;PAZ, GRAL. AV. y HUMAITA;PAZ, GRAL. AV.;0;HUMAITA;SD;9;AV. GRAL. PAZ;Point (94007.6250609963 98145.3545666353);-58.528662116319;-34.645970654564;MOTO-AUTO;MOTO;AUTO;SD;definitivo
LC-2021-0185486;1;2021-04-22;2021;4;22;09:58:00;9;PIERES y REMEDIOS;PIERES;0;REMEDIOS;SD;9;CALLE;Point (97005.9285358729 96805.1608218599);-58.495962795834;-34.658064936746;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0188761;1;2021-04-23;2021;4;23;22:00:00;22;ALBERDI, JUAN BAUTISTA AV. 5337;ALBERDI, JUAN BAUTISTA AV.;5337;;SD;9;AVENIDA;Point (96751.1095640222 97936.7432401799);-58.498738235594;-34.647863666680;MOTO-MOTO;MOTO;MOTO;SD;definitivo
LC-2021-0188500;1;2021-04-23;2021;4;23;21:00:00;21;SCHMIDL, ULRICO y MIRALLA;SCHMIDL, ULRICO;0;MIRALLA;SD;9;CALLE;Point (96155.5962330783 98276.325293277);-58.505232411949;-34.644800459415;PEATON-UTILITARIO;PEATON;UTILITARIO;SD;definitivo
LC-2021-0189121;1;2021-04-24;2021;4;24;12:00:00;12;CARHUE y PATRON;CARHUE;0;PATRON;SD;9;CALLE;Point (94748.832638751 97400.6025410568);-58.520582025399;-34.652688216979;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0189560;1;2021-04-24;2021;4;24;20:00:00;20;COSQUIN 2429;COSQUIN;2429;;SD;9;CALLE;Point (96292.3108456874 96172.014149918);-58.503750562314;-34.663769962392;SD-SD;SD;SD;SD;definitivo
LC-2021-0190405;1;2021-04-25;2021;4;25;19:45:00;19;MONTIEL 901;MONTIEL;901;;SD;9;CALLE;Point (94250.3630765926 97835.4336906995);-58.526016563943;-34.648765794624;PEATON-SD;PEATON;SD;SD;definitivo
LC-2021-0190888;1;2021-04-26;2021;4;26;10:03:00;10;HOMERO y ECHEANDIA;HOMERO;0;ECHEANDIA;SD;9;CALLE;Point (98851.4445002417 96800.7422228324);-58.475829815203;-34.658108597697;MOTO-SD;MOTO;SD;SD;definitivo
LC-2021-0192876;1;2021-04-27;2021;4;27;08:50:00;8;PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.;PAZ, GRAL. AV.;0;FALCON, RAMON L.,CNEL.;SD;9;AV. GRAL. PAZ;Point (93889.8678986184 98745.5934817346);-58.529942190033;-34.640559183402;AUTO-AUTO;AUTO;AUTO;SD;definitivo
LC-2021-0192761;1;2021-04-27;2021;4;27;08:46:00;8;BRAGADO y ANDALGALA;BRAGADO;0;ANDALGALA;SD;9;CALLE;Point (95708.5310885621 96641.2271560077);-58.510117121246;-34.659538007970;MOTO-UTILITARIO;MOTO;UTILITARIO;SD;definitivo
LC-2021-0193438;1;2021-04-27;2021;4;27;14:10:00;14;OLIVERA AV. y REMEDIOS;OLIVERA AV.;0;REMEDIOS;SD;9;AVENIDA;Point (98094.9463807333 97904.3609519953);-58.484080006863;-34.648159023174;TRANSPORTE PUBLICO-TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;TRANSPORTE PUBLICO;SD;definitivo
