centroide;cruce;año;turno;cantidad_ciclistas;tipo_relevamiento
729;MALABIA@VEGA, NICETO, Cnel.;2021;tarde;54;barrios
729;MALABIA@VEGA, NICETO, Cnel.;2022;mañana;23;barrios
729;MALABIA@VEGA, NICETO, Cnel.;2022;tarde;30;barrios
729;MALABIA@VEGA, NICETO, Cnel.;2023;mañana;29;barrios
729;MALABIA@VEGA, NICETO, Cnel.;2023;tarde;34;barrios
730;HUMBOLDT@CHARCAS;2013;mañana;18;barrios
730;HUMBOLDT@CHARCAS;2013;tarde;0;barrios
730;HUMBOLDT@CHARCAS;2014;mañana;22;barrios
730;HUMBOLDT@CHARCAS;2014;tarde;20;barrios
730;HUMBOLDT@CHARCAS;2015;mañana;16;barrios
730;HUMBOLDT@CHARCAS;2015;tarde;25;barrios
730;HUMBOLDT@CHARCAS;2016;mañana;19;barrios
730;HUMBOLDT@CHARCAS;2016;tarde;18;barrios
730;HUMBOLDT@CHARCAS;2017;mañana;21;barrios
730;HUMBOLDT@CHARCAS;2017;tarde;18;barrios
730;HUMBOLDT@CHARCAS;2018;mañana;19;barrios
730;HUMBOLDT@CHARCAS;2018;tarde;20;barrios
730;HUMBOLDT@CHARCAS;2019;mañana;36;barrios
730;HUMBOLDT@CHARCAS;2019;tarde;43;barrios
730;HUMBOLDT@CHARCAS;2020;mañana;51;barrios
730;HUMBOLDT@CHARCAS;2020;tarde;36;barrios
730;HUMBOLDT@CHARCAS;2021;mañana;40;barrios
730;HUMBOLDT@CHARCAS;2021;tarde;41;barrios
730;HUMBOLDT@CHARCAS;2022;mañana;26;barrios
730;HUMBOLDT@CHARCAS;2022;tarde;16;barrios
730;HUMBOLDT@CHARCAS;2023;mañana;27;barrios
730;HUMBOLDT@CHARCAS;2023;tarde;30;barrios
731;GODOY CRUZ@GUATEMALA;2013;mañana;45;barrios
731;GODOY CRUZ@GUATEMALA;2013;tarde;0;barrios
731;GODOY CRUZ@GUATEMALA;2014;mañana;68;barrios
731;GODOY CRUZ@GUATEMALA;2014;tarde;58;barrios
731;GODOY CRUZ@GUATEMALA;2015;mañana;55;barrios
731;GODOY CRUZ@GUATEMALA;2015;tarde;56;barrios
731;GODOY CRUZ@GUATEMALA;2016;mañana;53;barrios
731;GODOY CRUZ@GUATEMALA;2016;tarde;48;barrios
731;GODOY CRUZ@GUATEMALA;2017;mañana;88;barrios
731;GODOY CRUZ@GUATEMALA;2017;tarde;62;barrios
731;GODOY CRUZ@GUATEMALA;2018;mañana;106;barrios
731;GODOY CRUZ@GUATEMALA;2018;tarde;76;barrios
731;GODOY CRUZ@GUATEMALA;2019;mañana;133;barrios
731;GODOY CRUZ@GUATEMALA;2019;tarde;157;barrios
731;GODOY CRUZ@GUATEMALA;2020;mañana;164;barrios
731;GODOY CRUZ@GUATEMALA;2020;tarde;114;barrios
731;GODOY CRUZ@GUATEMALA;2021;mañana;94;barrios
731;GODOY CRUZ@GUATEMALA;2021;tarde;113;barrios
731;GODOY CRUZ@GUATEMALA;2022;mañana;70;barrios
731;GODOY CRUZ@GUATEMALA;2022;tarde;32;barrios
731;GODOY CRUZ@GUATEMALA;2023;mañana;67;barrios
731;GODOY CRUZ@GUATEMALA;2023;tarde;76;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2013;mañana;21;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2013;tarde;0;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2014;mañana;18;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2014;tarde;24;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2015;mañana;18;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2015;tarde;18;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2016;mañana;15;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2016;tarde;19;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2017;mañana;20;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2017;tarde;33;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2018;mañana;42;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2018;tarde;29;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2019;mañana;28;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2019;tarde;55;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2020;mañana;15;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2020;tarde;65;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2021;mañana;20;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2021;tarde;55;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2022;mañana;32;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2022;tarde;38;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2023;mañana;29;barrios
732;FRAY JUSTO SANTAMARIA DE ORO@SOLER;2023;tarde;30;barrios
733;URIARTE@NICARAGUA;2013;mañana;2;barrios
733;URIARTE@NICARAGUA;2013;tarde;0;barrios
733;URIARTE@NICARAGUA;2014;mañana;18;barrios
733;URIARTE@NICARAGUA;2014;tarde;12;barrios
733;URIARTE@NICARAGUA;2015;mañana;11;barrios
733;URIARTE@NICARAGUA;2015;tarde;17;barrios
733;URIARTE@NICARAGUA;2016;mañana;6;barrios
733;URIARTE@NICARAGUA;2016;tarde;19;barrios
733;URIARTE@NICARAGUA;2017;mañana;9;barrios
733;URIARTE@NICARAGUA;2017;tarde;20;barrios
733;URIARTE@NICARAGUA;2018;mañana;13;barrios
733;URIARTE@NICARAGUA;2018;tarde;17;barrios
733;URIARTE@NICARAGUA;2019;mañana;23;barrios
733;URIARTE@NICARAGUA;2019;tarde;36;barrios
733;URIARTE@NICARAGUA;2020;mañana;23;barrios
733;URIARTE@NICARAGUA;2020;tarde;23;barrios
733;URIARTE@NICARAGUA;2021;mañana;17;barrios
733;URIARTE@NICARAGUA;2021;tarde;37;barrios
733;URIARTE@NICARAGUA;2022;mañana;19;barrios
733;URIARTE@NICARAGUA;2022;tarde;20;barrios
733;URIARTE@NICARAGUA;2023;mañana;10;barrios
733;URIARTE@NICARAGUA;2023;tarde;24;barrios
734;THAMES@COSTA RICA;2013;mañana;4;barrios
734;THAMES@COSTA RICA;2013;tarde;0;barrios
734;THAMES@COSTA RICA;2014;mañana;12;barrios
734;THAMES@COSTA RICA;2014;tarde;20;barrios
734;THAMES@COSTA RICA;2015;mañana;8;barrios
734;THAMES@COSTA RICA;2015;tarde;18;barrios
734;THAMES@COSTA RICA;2016;mañana;14;barrios
734;THAMES@COSTA RICA;2016;tarde;12;barrios
734;THAMES@COSTA RICA;2017;mañana;16;barrios
734;THAMES@COSTA RICA;2017;tarde;15;barrios
734;THAMES@COSTA RICA;2018;mañana;20;barrios
734;THAMES@COSTA RICA;2018;tarde;17;barrios
734;THAMES@COSTA RICA;2019;mañana;25;barrios
734;THAMES@COSTA RICA;2019;tarde;39;barrios
734;THAMES@COSTA RICA;2020;mañana;31;barrios
734;THAMES@COSTA RICA;2020;tarde;25;barrios
734;THAMES@COSTA RICA;2021;mañana;22;barrios
734;THAMES@COSTA RICA;2021;tarde;35;barrios
734;THAMES@COSTA RICA;2022;mañana;19;barrios
734;THAMES@COSTA RICA;2022;tarde;28;barrios
734;THAMES@COSTA RICA;2023;mañana;28;barrios
734;THAMES@COSTA RICA;2023;tarde;24;barrios
735;JURAMENTO@MONTAÑESES;2013;mañana;13;barrios
735;JURAMENTO@MONTAÑESES;2013;tarde;24;barrios
735;JURAMENTO@MONTAÑESES;2014;mañana;15;barrios
735;JURAMENTO@MONTAÑESES;2014;tarde;20;barrios
735;JURAMENTO@MONTAÑESES;2015;mañana;18;barrios
735;JURAMENTO@MONTAÑESES;2015;tarde;30;barrios
735;JURAMENTO@MONTAÑESES;2016;mañana;17;barrios
735;JURAMENTO@MONTAÑESES;2016;tarde;19;barrios
735;JURAMENTO@MONTAÑESES;2017;mañana;15;barrios
735;JURAMENTO@MONTAÑESES;2017;tarde;19;barrios
735;JURAMENTO@MONTAÑESES;2018;mañana;15;barrios
735;JURAMENTO@MONTAÑESES;2018;tarde;28;barrios
735;JURAMENTO@MONTAÑESES;2019;mañana;52;barrios
735;JURAMENTO@MONTAÑESES;2019;tarde;55;barrios
735;JURAMENTO@MONTAÑESES;2020;mañana;21;barrios
735;JURAMENTO@MONTAÑESES;2020;tarde;44;barrios
735;JURAMENTO@MONTAÑESES;2021;mañana;18;barrios
735;JURAMENTO@MONTAÑESES;2021;tarde;37;barrios
735;JURAMENTO@MONTAÑESES;2022;mañana;19;barrios
735;JURAMENTO@MONTAÑESES;2022;tarde;6;barrios
735;JURAMENTO@MONTAÑESES;2023;mañana;12;barrios
735;JURAMENTO@MONTAÑESES;2023;tarde;50;barrios
736;MENDOZA@ARRIBEÑOS;2013;mañana;11;barrios
736;MENDOZA@ARRIBEÑOS;2013;tarde;19;barrios
736;MENDOZA@ARRIBEÑOS;2014;mañana;12;barrios
736;MENDOZA@ARRIBEÑOS;2014;tarde;28;barrios
736;MENDOZA@ARRIBEÑOS;2015;mañana;29;barrios
736;MENDOZA@ARRIBEÑOS;2015;tarde;21;barrios
736;MENDOZA@ARRIBEÑOS;2016;mañana;29;barrios
736;MENDOZA@ARRIBEÑOS;2016;tarde;31;barrios
736;MENDOZA@ARRIBEÑOS;2017;mañana;27;barrios
736;MENDOZA@ARRIBEÑOS;2017;tarde;18;barrios
736;MENDOZA@ARRIBEÑOS;2018;mañana;21;barrios
736;MENDOZA@ARRIBEÑOS;2018;tarde;30;barrios
736;MENDOZA@ARRIBEÑOS;2019;mañana;81;barrios
736;MENDOZA@ARRIBEÑOS;2019;tarde;47;barrios
736;MENDOZA@ARRIBEÑOS;2020;mañana;41;barrios
736;MENDOZA@ARRIBEÑOS;2020;tarde;72;barrios
736;MENDOZA@ARRIBEÑOS;2021;mañana;21;barrios
736;MENDOZA@ARRIBEÑOS;2021;tarde;52;barrios
736;MENDOZA@ARRIBEÑOS;2022;mañana;32;barrios
736;MENDOZA@ARRIBEÑOS;2022;tarde;11;barrios
736;MENDOZA@ARRIBEÑOS;2023;mañana;20;barrios
736;MENDOZA@ARRIBEÑOS;2023;tarde;26;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2013;mañana;30;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2013;tarde;37;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2014;mañana;29;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2014;tarde;49;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2015;mañana;32;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2015;tarde;44;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2016;mañana;22;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2016;tarde;40;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2017;mañana;24;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2017;tarde;34;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2018;mañana;24;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2018;tarde;33;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2019;mañana;29;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2019;tarde;67;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2020;mañana;57;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2020;tarde;108;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2021;mañana;34;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2021;tarde;75;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2022;mañana;41;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2022;tarde;54;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2023;mañana;30;barrios
737;OLAZABAL@GOLFARINI, JUAN ANGEL, Dr.;2023;tarde;57;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2013;mañana;13;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2013;tarde;26;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2014;mañana;13;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2014;tarde;38;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2015;mañana;21;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2015;tarde;34;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2016;mañana;20;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2016;tarde;39;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2017;mañana;11;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2017;tarde;43;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2018;mañana;39;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2018;tarde;59;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2019;mañana;29;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2019;tarde;69;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2020;mañana;24;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2020;tarde;82;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2021;mañana;27;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2021;tarde;67;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2022;mañana;29;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2022;tarde;35;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2023;mañana;20;barrios
738;BLANCO ENCALADA@3 DE FEBRERO;2023;tarde;28;barrios
739;MONROE@O'HIGGINS;2013;mañana;42;barrios
739;MONROE@O'HIGGINS;2013;tarde;42;barrios
739;MONROE@O'HIGGINS;2014;mañana;39;barrios
739;MONROE@O'HIGGINS;2014;tarde;63;barrios
739;MONROE@O'HIGGINS;2015;mañana;39;barrios
739;MONROE@O'HIGGINS;2015;tarde;45;barrios
739;MONROE@O'HIGGINS;2016;mañana;45;barrios
739;MONROE@O'HIGGINS;2016;tarde;68;barrios
739;MONROE@O'HIGGINS;2017;mañana;33;barrios
739;MONROE@O'HIGGINS;2017;tarde;56;barrios
739;MONROE@O'HIGGINS;2018;mañana;46;barrios
739;MONROE@O'HIGGINS;2018;tarde;100;barrios
739;MONROE@O'HIGGINS;2019;mañana;113;barrios
739;MONROE@O'HIGGINS;2019;tarde;118;barrios
739;MONROE@O'HIGGINS;2020;mañana;76;barrios
739;MONROE@O'HIGGINS;2020;tarde;152;barrios
739;MONROE@O'HIGGINS;2021;mañana;63;barrios
739;MONROE@O'HIGGINS;2021;tarde;115;barrios
739;MONROE@O'HIGGINS;2022;mañana;68;barrios
739;MONROE@O'HIGGINS;2022;tarde;62;barrios
739;MONROE@O'HIGGINS;2023;mañana;55;barrios
739;MONROE@O'HIGGINS;2023;tarde;64;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2013;mañana;23;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2013;tarde;28;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2014;mañana;75;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2014;tarde;74;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2015;mañana;102;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2015;tarde;109;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2016;mañana;112;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2016;tarde;101;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2017;mañana;114;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2017;tarde;128;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2018;mañana;194;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2018;tarde;170;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2019;mañana;331;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2019;tarde;250;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2020;mañana;311;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2020;tarde;307;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2021;mañana;195;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2021;tarde;238;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2022;mañana;194;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2022;tarde;138;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2023;mañana;170;barrios
740;ACUÑA DE FIGUEROA, FRANCISCO@HUMAHUACA;2023;tarde;142;barrios
741;GASCON@CORRIENTES;2013;mañana;100;barrios
741;GASCON@CORRIENTES;2013;tarde;74;barrios
741;GASCON@CORRIENTES;2014;mañana;93;barrios
741;GASCON@CORRIENTES;2014;tarde;57;barrios
741;GASCON@CORRIENTES;2015;mañana;57;barrios
741;GASCON@CORRIENTES;2015;tarde;59;barrios
741;GASCON@CORRIENTES;2016;mañana;46;barrios
741;GASCON@CORRIENTES;2016;tarde;68;barrios
741;GASCON@CORRIENTES;2017;mañana;94;barrios
741;GASCON@CORRIENTES;2017;tarde;67;barrios
741;GASCON@CORRIENTES;2018;mañana;91;barrios
741;GASCON@CORRIENTES;2018;tarde;66;barrios
741;GASCON@CORRIENTES;2019;mañana;160;barrios
741;GASCON@CORRIENTES;2019;tarde;146;barrios
741;GASCON@CORRIENTES;2020;mañana;348;barrios
741;GASCON@CORRIENTES;2020;tarde;368;barrios
741;GASCON@CORRIENTES;2021;mañana;256;barrios
741;GASCON@CORRIENTES;2021;tarde;255;barrios
741;GASCON@CORRIENTES;2022;mañana;247;barrios
741;GASCON@CORRIENTES;2022;tarde;150;barrios
741;GASCON@CORRIENTES;2023;mañana;188;barrios
741;GASCON@CORRIENTES;2023;tarde;146;barrios
742;PALESTINA@SARMIENTO;2013;mañana;17;barrios
742;PALESTINA@SARMIENTO;2013;tarde;26;barrios
742;PALESTINA@SARMIENTO;2014;mañana;14;barrios
742;PALESTINA@SARMIENTO;2014;tarde;29;barrios
742;PALESTINA@SARMIENTO;2015;mañana;12;barrios
742;PALESTINA@SARMIENTO;2015;tarde;17;barrios
742;PALESTINA@SARMIENTO;2016;mañana;8;barrios
742;PALESTINA@SARMIENTO;2016;tarde;20;barrios
742;PALESTINA@SARMIENTO;2017;mañana;20;barrios
742;PALESTINA@SARMIENTO;2017;tarde;23;barrios
742;PALESTINA@SARMIENTO;2018;mañana;11;barrios
742;PALESTINA@SARMIENTO;2018;tarde;40;barrios
742;PALESTINA@SARMIENTO;2019;mañana;19;barrios
742;PALESTINA@SARMIENTO;2019;tarde;63;barrios
742;PALESTINA@SARMIENTO;2020;mañana;17;barrios
742;PALESTINA@SARMIENTO;2020;tarde;60;barrios
742;PALESTINA@SARMIENTO;2021;mañana;21;barrios
742;PALESTINA@SARMIENTO;2021;tarde;42;barrios
742;PALESTINA@SARMIENTO;2022;mañana;21;barrios
742;PALESTINA@SARMIENTO;2022;tarde;33;barrios
742;PALESTINA@SARMIENTO;2023;mañana;15;barrios
742;PALESTINA@SARMIENTO;2023;tarde;17;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2013;mañana;20;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2013;tarde;38;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2014;mañana;15;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2014;tarde;49;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2015;mañana;14;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2015;tarde;34;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2016;mañana;21;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2016;tarde;38;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2017;mañana;17;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2017;tarde;50;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2018;mañana;15;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2018;tarde;48;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2019;mañana;27;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2019;tarde;86;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2020;mañana;27;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2020;tarde;116;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2021;mañana;29;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2021;tarde;90;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2022;mañana;15;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2022;tarde;44;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2023;mañana;13;barrios
743;PRINGLES@PERON, JUAN DOMINGO, TTE.;2023;tarde;57;barrios
744;YATAY@POTOSI;2013;mañana;94;barrios
744;YATAY@POTOSI;2013;tarde;157;barrios
744;YATAY@POTOSI;2014;mañana;96;barrios
744;YATAY@POTOSI;2014;tarde;113;barrios
744;YATAY@POTOSI;2015;mañana;85;barrios
744;YATAY@POTOSI;2015;tarde;132;barrios
744;YATAY@POTOSI;2016;mañana;44;barrios
744;YATAY@POTOSI;2016;tarde;140;barrios
744;YATAY@POTOSI;2017;mañana;64;barrios
744;YATAY@POTOSI;2017;tarde;126;barrios
744;YATAY@POTOSI;2018;mañana;96;barrios
744;YATAY@POTOSI;2018;tarde;198;barrios
744;YATAY@POTOSI;2019;mañana;136;barrios
744;YATAY@POTOSI;2019;tarde;249;barrios
744;YATAY@POTOSI;2020;mañana;182;barrios
744;YATAY@POTOSI;2020;tarde;334;barrios
744;YATAY@POTOSI;2021;mañana;118;barrios
744;YATAY@POTOSI;2021;tarde;292;barrios
744;YATAY@POTOSI;2022;mañana;108;barrios
744;YATAY@POTOSI;2022;tarde;159;barrios
744;YATAY@POTOSI;2023;mañana;93;barrios
744;YATAY@POTOSI;2023;tarde;127;barrios
746;HUMBOLDT@CORRIENTES;2013;mañana;18;barrios
746;HUMBOLDT@CORRIENTES;2013;tarde;61;barrios
746;HUMBOLDT@CORRIENTES;2014;mañana;61;barrios
746;HUMBOLDT@CORRIENTES;2014;tarde;66;barrios
746;HUMBOLDT@CORRIENTES;2015;mañana;23;barrios
746;HUMBOLDT@CORRIENTES;2015;tarde;69;barrios
746;HUMBOLDT@CORRIENTES;2016;mañana;56;barrios
746;HUMBOLDT@CORRIENTES;2016;tarde;57;barrios
746;HUMBOLDT@CORRIENTES;2017;mañana;63;barrios
746;HUMBOLDT@CORRIENTES;2017;tarde;53;barrios
746;HUMBOLDT@CORRIENTES;2018;mañana;89;barrios
746;HUMBOLDT@CORRIENTES;2018;tarde;64;barrios
746;HUMBOLDT@CORRIENTES;2019;mañana;122;barrios
746;HUMBOLDT@CORRIENTES;2019;tarde;98;barrios
746;HUMBOLDT@CORRIENTES;2020;mañana;222;barrios
746;HUMBOLDT@CORRIENTES;2020;tarde;227;barrios
746;HUMBOLDT@CORRIENTES;2021;mañana;176;barrios
746;HUMBOLDT@CORRIENTES;2021;tarde;140;barrios
746;HUMBOLDT@CORRIENTES;2022;mañana;154;barrios
746;HUMBOLDT@CORRIENTES;2022;tarde;124;barrios
746;HUMBOLDT@CORRIENTES;2023;mañana;146;barrios
746;HUMBOLDT@CORRIENTES;2023;tarde;127;barrios
747;FITZ ROY@VILLARROEL;2013;mañana;2;barrios
747;FITZ ROY@VILLARROEL;2013;tarde;8;barrios
747;FITZ ROY@VILLARROEL;2014;mañana;3;barrios
747;FITZ ROY@VILLARROEL;2014;tarde;6;barrios
747;FITZ ROY@VILLARROEL;2015;mañana;2;barrios
747;FITZ ROY@VILLARROEL;2015;tarde;4;barrios
747;FITZ ROY@VILLARROEL;2016;mañana;4;barrios
747;FITZ ROY@VILLARROEL;2016;tarde;6;barrios
747;FITZ ROY@VILLARROEL;2017;mañana;5;barrios
747;FITZ ROY@VILLARROEL;2017;tarde;7;barrios
747;FITZ ROY@VILLARROEL;2018;mañana;12;barrios
747;FITZ ROY@VILLARROEL;2018;tarde;14;barrios
747;FITZ ROY@VILLARROEL;2019;mañana;23;barrios
747;FITZ ROY@VILLARROEL;2019;tarde;25;barrios
747;FITZ ROY@VILLARROEL;2020;mañana;8;barrios
747;FITZ ROY@VILLARROEL;2020;tarde;28;barrios
747;FITZ ROY@VILLARROEL;2021;mañana;5;barrios
747;FITZ ROY@VILLARROEL;2021;tarde;23;barrios
747;FITZ ROY@VILLARROEL;2022;mañana;7;barrios
747;FITZ ROY@VILLARROEL;2022;tarde;16;barrios
747;FITZ ROY@VILLARROEL;2023;mañana;11;barrios
747;FITZ ROY@VILLARROEL;2023;tarde;15;barrios
748;BONPLAND@VERA;2013;mañana;13;barrios
748;BONPLAND@VERA;2013;tarde;26;barrios
748;BONPLAND@VERA;2014;mañana;17;barrios
748;BONPLAND@VERA;2014;tarde;13;barrios
748;BONPLAND@VERA;2015;mañana;8;barrios
748;BONPLAND@VERA;2015;tarde;17;barrios
748;BONPLAND@VERA;2016;mañana;12;barrios
748;BONPLAND@VERA;2016;tarde;22;barrios
748;BONPLAND@VERA;2017;mañana;13;barrios
748;BONPLAND@VERA;2017;tarde;15;barrios
748;BONPLAND@VERA;2018;mañana;13;barrios
748;BONPLAND@VERA;2018;tarde;21;barrios
748;BONPLAND@VERA;2019;mañana;24;barrios
748;BONPLAND@VERA;2019;tarde;39;barrios
748;BONPLAND@VERA;2020;mañana;15;barrios
748;BONPLAND@VERA;2020;tarde;43;barrios
748;BONPLAND@VERA;2021;mañana;15;barrios
748;BONPLAND@VERA;2021;tarde;26;barrios
748;BONPLAND@VERA;2022;mañana;18;barrios
748;BONPLAND@VERA;2022;tarde;17;barrios
748;BONPLAND@VERA;2023;mañana;11;barrios
748;BONPLAND@VERA;2023;tarde;17;barrios
749;GUEVARA@LEIVA;2013;mañana;5;barrios
749;GUEVARA@LEIVA;2013;tarde;14;barrios
749;GUEVARA@LEIVA;2014;mañana;16;barrios
749;GUEVARA@LEIVA;2014;tarde;18;barrios
749;GUEVARA@LEIVA;2015;mañana;11;barrios
749;GUEVARA@LEIVA;2015;tarde;20;barrios
749;GUEVARA@LEIVA;2016;mañana;19;barrios
749;GUEVARA@LEIVA;2016;tarde;24;barrios
749;GUEVARA@LEIVA;2017;mañana;11;barrios
749;GUEVARA@LEIVA;2017;tarde;16;barrios
749;GUEVARA@LEIVA;2018;mañana;13;barrios
749;GUEVARA@LEIVA;2018;tarde;24;barrios
749;GUEVARA@LEIVA;2019;mañana;19;barrios
749;GUEVARA@LEIVA;2019;tarde;48;barrios
749;GUEVARA@LEIVA;2020;mañana;33;barrios
749;GUEVARA@LEIVA;2020;tarde;52;barrios
